Code postaux;Academie;Departement;Commune;Denomination principale;Patronyme;Secteur;Nombre total de classes;Nombre total d'eleves;Nombre d'eleves en pre-elementaire hors ULIS;Nombre d'eleves en elementaire hors ULIS;Nombre d'eleves en ULIS;Nombre d'eleves en CP hors ULIS;Nombre d'eleves en CE1 hors ULIS;Nombre d'eleves en CE2 hors ULIS;Nombre d'eleves en CM1 hors ULIS;Nombre d'eleves en CM2 hors ULIS;tri
38490;GRENOBLE;ISERE;CHIMILIN;ECOLE ELEMENTAIRE PUBLIQUE;ALPHONSE BELMONT;PUBLIC;4;76;0;76;0;14;15;12;16;19;GRENOBLE-ISERE-CHIMILIN-38490
38490;GRENOBLE;ISERE;CHIMILIN;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;2;44;44;0;0;0;0;0;0;0;GRENOBLE-ISERE-CHIMILIN-38490
38490;GRENOBLE;ISERE;CHIMILIN;ECOLE ELEMENTAIRE PRIVEE;NOTRE DAME DU ROSAIRE;PRIVE;4;111;38;73;0;19;11;15;13;15;GRENOBLE-ISERE-CHIMILIN-38490
38850;GRENOBLE;ISERE;CHIRENS;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;8;197;0;197;0;37;35;44;36;45;GRENOBLE-ISERE-CHIRENS-38850
38850;GRENOBLE;ISERE;CHIRENS;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;4;98;98;0;0;0;0;0;0;0;GRENOBLE-ISERE-CHIRENS-38850
38121;GRENOBLE;ISERE;CHONAS-L'AMBALLAN;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;8;193;74;119;0;23;17;24;24;31;GRENOBLE-ISERE-CHONAS-L'AMBALLAN-38121
38460;GRENOBLE;ISERE;CHOZEAU;ECOLE PRIMAIRE PUBLIQUE;LE P'TIT DAIM;PUBLIC;3;63;19;44;0;7;11;13;5;8;GRENOBLE-ISERE-CHOZEAU-38460
38200;GRENOBLE;ISERE;CHUZELLES;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;12;288;109;179;0;36;34;38;36;35;GRENOBLE-ISERE-CHUZELLES-38200
38640;GRENOBLE;ISERE;CLAIX;ECOLE PRIMAIRE PUBLIQUE;PONT ROUGE;PUBLIC;9;226;75;151;0;28;32;31;28;32;GRENOBLE-ISERE-CLAIX-38640
38640;GRENOBLE;ISERE;CLAIX;ECOLE PRIMAIRE PUBLIQUE;MALHIVERT;PUBLIC;6;130;45;85;0;17;18;16;17;17;GRENOBLE-ISERE-CLAIX-38640
38640;GRENOBLE;ISERE;CLAIX;ECOLE PRIMAIRE PUBLIQUE;CENTRE;PUBLIC;13;336;111;225;0;40;41;45;45;54;GRENOBLE-ISERE-CLAIX-38640
38640;GRENOBLE;ISERE;CLAIX;ECOLE ELEMENTAIRE PRIVEE;SAINT PIERRE;PRIVE;7;173;56;117;0;21;29;22;24;21;GRENOBLE-ISERE-CLAIX-38640
38930;GRENOBLE;ISERE;CLELLES;ECOLE PRIMAIRE PUBLIQUE;ANTOINE DE VILLE;PUBLIC;4;97;32;65;0;10;16;11;14;14;GRENOBLE-ISERE-CLELLES-38930
38550;GRENOBLE;ISERE;CLONAS-SUR-VAREZE;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;6;139;50;89;0;20;14;24;14;17;GRENOBLE-ISERE-CLONAS-SUR-VAREZE-38550
38470;GRENOBLE;ISERE;COGNIN-LES-GORGES;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;3;65;0;65;0;0;0;12;35;18;GRENOBLE-ISERE-COGNIN-LES-GORGES-38470
38690;GRENOBLE;ISERE;COLOMBE;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;7;177;59;118;0;23;25;25;21;24;GRENOBLE-ISERE-COLOMBE-38690
38630;GRENOBLE;ISERE;CORBELIN;ECOLE ELEMENTAIRE PRIVEE;LES MARRONNIERS;PRIVE;4;104;37;67;0;15;9;18;13;12;GRENOBLE-ISERE-CORBELIN-38630
38630;GRENOBLE;ISERE;CORBELIN;ECOLE PRIMAIRE PUBLIQUE;ECOLE PRIMAIRE ELISABETH RIOUX;PUBLIC;8;194;75;119;0;21;27;19;20;32;GRENOBLE-ISERE-CORBELIN-38630
38700;GRENOBLE;ISERE;CORENC;ECOLE PRIMAIRE PUBLIQUE;VILLAGE;PUBLIC;5;128;53;75;0;22;9;18;15;11;GRENOBLE-ISERE-CORENC-38700
38700;GRENOBLE;ISERE;CORENC;ECOLE ELEMENTAIRE PUBLIQUE;MONTFLEURY;PUBLIC;6;144;0;144;0;29;35;21;36;23;GRENOBLE-ISERE-CORENC-38700
38700;GRENOBLE;ISERE;CORENC;ECOLE MATERNELLE PUBLIQUE;MONTFLEURY;PUBLIC;3;63;63;0;0;0;0;0;0;0;GRENOBLE-ISERE-CORENC-38700
38700;GRENOBLE;ISERE;CORENC;ECOLE ELEMENTAIRE PRIVEE;LE RONDEAU MONTFLEURY;PRIVE;14;362;87;267;8;48;52;53;58;56;GRENOBLE-ISERE-CORENC-38700
38970;GRENOBLE;ISERE;CORPS;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;42;20;22;0;4;6;1;7;4;GRENOBLE-ISERE-CORPS-38970
38250;GRENOBLE;ISERE;CORRENCON-EN-VERCORS;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;32;15;17;0;3;5;2;1;6;GRENOBLE-ISERE-CORRENCON-EN-VERCORS-38250
38500;GRENOBLE;ISERE;COUBLEVIE;ECOLE PRIMAIRE PUBLIQUE;LA GRANDE SURE;PUBLIC;21;509;165;344;0;60;73;56;75;80;GRENOBLE-ISERE-COUBLEVIE-38500
38122;GRENOBLE;ISERE;COUR-ET-BUIS;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;3;56;6;50;0;10;8;6;15;11;GRENOBLE-ISERE-COUR-ET-BUIS-38122
38510;GRENOBLE;ISERE;COURTENAY;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;5;121;46;75;0;11;13;17;16;18;GRENOBLE-ISERE-COURTENAY-38510
38300;GRENOBLE;ISERE;CRACHIER;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;3;64;0;64;0;13;11;12;14;14;GRENOBLE-ISERE-CRACHIER-38300
38210;GRENOBLE;ISERE;CRAS;ECOLE PRIMAIRE;;PUBLIC;1;19;19;0;0;0;0;0;0;0;GRENOBLE-ISERE-CRAS-38210
38460;GRENOBLE;ISERE;CREMIEU;ECOLE MATERNELLE PUBLIQUE;LES DAUPHINS;PUBLIC;3;68;68;0;0;0;0;0;0;0;GRENOBLE-ISERE-CREMIEU-38460
38460;GRENOBLE;ISERE;CREMIEU;ECOLE ELEMENTAIRE PRIVEE;SAINT AUGUSTIN;PRIVE;8;223;83;140;0;26;30;28;28;28;GRENOBLE-ISERE-CREMIEU-38460
38460;GRENOBLE;ISERE;CREMIEU;ECOLE ELEMENTAIRE PUBLIQUE;LES DAUPHINS;PUBLIC;9;178;0;165;13;26;41;27;34;37;GRENOBLE-ISERE-CREMIEU-38460
38830;GRENOBLE;ISERE;CRETS EN BELLEDONNE;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;5;109;109;0;0;0;0;0;0;0;GRENOBLE-ISERE-CRETS EN BELLEDONNE-38830
38830;GRENOBLE;ISERE;CRETS EN BELLEDONNE;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;10;226;0;226;0;47;45;41;51;42;GRENOBLE-ISERE-CRETS EN BELLEDONNE-38830
38510;GRENOBLE;ISERE;CREYS-MEPIEU;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;7;154;62;92;0;19;14;10;25;24;GRENOBLE-ISERE-CREYS-MEPIEU-38510
38920;GRENOBLE;ISERE;CROLLES;ECOLE ELEMENTAIRE PUBLIQUE;BELLEDONNE;PUBLIC;6;153;0;153;0;26;38;31;29;29;GRENOBLE-ISERE-CROLLES-38920
38920;GRENOBLE;ISERE;CROLLES;ECOLE PRIMAIRE;LA CASCADE;PUBLIC;10;234;81;141;12;25;25;29;31;31;GRENOBLE-ISERE-CROLLES-38920
38920;GRENOBLE;ISERE;CROLLES;ECOLE PRIMAIRE;LES SOURCES;PUBLIC;6;155;37;118;0;12;22;26;27;31;GRENOBLE-ISERE-CROLLES-38920
38920;GRENOBLE;ISERE;CROLLES;ECOLE MATERNELLE PUBLIQUE;LES CLAPISSES;PUBLIC;3;79;79;0;0;0;0;0;0;0;GRENOBLE-ISERE-CROLLES-38920
38920;GRENOBLE;ISERE;CROLLES;ECOLE PRIMAIRE;CHARTREUSE;PUBLIC;9;229;90;139;0;32;22;28;28;29;GRENOBLE-ISERE-CROLLES-38920
38300;GRENOBLE;ISERE;CULIN;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;7;179;56;123;0;20;27;20;24;32;GRENOBLE-ISERE-CULIN-38300
38790;GRENOBLE;ISERE;DIEMOZ;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;4;106;106;0;0;0;0;0;0;0;GRENOBLE-ISERE-DIEMOZ-38790
38790;GRENOBLE;ISERE;DIEMOZ;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;8;188;0;188;0;38;44;40;44;22;GRENOBLE-ISERE-DIEMOZ-38790
38460;GRENOBLE;ISERE;DIZIMIEU;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;3;57;35;22;0;14;8;0;0;0;GRENOBLE-ISERE-DIZIMIEU-38460
38730;GRENOBLE;ISERE;DOISSIN;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;4;84;33;51;0;13;11;9;7;11;GRENOBLE-ISERE-DOISSIN-38730
38110;GRENOBLE;ISERE;DOLOMIEU;ECOLE ELEMENTAIRE PRIVEE;LES FORGES;PRIVE;3;67;24;43;0;8;11;8;8;8;GRENOBLE-ISERE-DOLOMIEU-38110
38110;GRENOBLE;ISERE;DOLOMIEU;ECOLE MATERNELLE PUBLIQUE;CHARLES PERRAULT;PUBLIC;4;87;87;0;0;0;0;0;0;0;GRENOBLE-ISERE-DOLOMIEU-38110
38110;GRENOBLE;ISERE;DOLOMIEU;ECOLE ELEMENTAIRE PUBLIQUE;ELIE CARTAN;PUBLIC;8;189;0;189;0;34;40;36;44;35;GRENOBLE-ISERE-DOLOMIEU-38110
38300;GRENOBLE;ISERE;DOMARIN;ECOLE ELEMENTAIRE PUBLIQUE;RENE FILLET;PUBLIC;4;102;0;102;0;17;21;18;26;20;GRENOBLE-ISERE-DOMARIN-38300
38300;GRENOBLE;ISERE;DOMARIN;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;2;53;53;0;0;0;0;0;0;0;GRENOBLE-ISERE-DOMARIN-38300
38420;GRENOBLE;ISERE;DOMENE;ECOLE MATERNELLE PUBLIQUE;J.J. ROUSSEAU;PUBLIC;3;78;78;0;0;0;0;0;0;0;GRENOBLE-ISERE-DOMENE-38420
38420;GRENOBLE;ISERE;DOMENE;ECOLE ELEMENTAIRE PUBLIQUE;G. RIVET;PUBLIC;9;206;0;206;0;46;39;39;44;38;GRENOBLE-ISERE-DOMENE-38420
38420;GRENOBLE;ISERE;DOMENE;ECOLE ELEMENTAIRE PUBLIQUE;J.J. ROUSSEAU;PUBLIC;6;122;0;122;0;18;31;23;22;28;GRENOBLE-ISERE-DOMENE-38420
38420;GRENOBLE;ISERE;DOMENE;ECOLE MATERNELLE PUBLIQUE;G. RIVET;PUBLIC;5;114;114;0;0;0;0;0;0;0;GRENOBLE-ISERE-DOMENE-38420
38130;GRENOBLE;ISERE;ECHIROLLES;ECOLE MATERNELLE PUBLIQUE;JOLIOT CURIE;PUBLIC;5;112;112;0;0;0;0;0;0;0;GRENOBLE-ISERE-ECHIROLLES-38130
38130;GRENOBLE;ISERE;ECHIROLLES;ECOLE MATERNELLE PUBLIQUE;PAUL LANGEVIN;PUBLIC;6;147;147;0;0;0;0;0;0;0;GRENOBLE-ISERE-ECHIROLLES-38130
38130;GRENOBLE;ISERE;ECHIROLLES;ECOLE MATERNELLE PUBLIQUE;E. TRIOLET;PUBLIC;4;78;78;0;0;0;0;0;0;0;GRENOBLE-ISERE-ECHIROLLES-38130
38130;GRENOBLE;ISERE;ECHIROLLES;ECOLE ELEMENTAIRE PUBLIQUE;J.P. MARAT;PUBLIC;20;337;0;337;0;74;73;56;67;67;GRENOBLE-ISERE-ECHIROLLES-38130
38130;GRENOBLE;ISERE;ECHIROLLES;ECOLE ELEMENTAIRE PUBLIQUE;A. DELAUNE;PUBLIC;12;214;0;214;0;51;42;43;37;41;GRENOBLE-ISERE-ECHIROLLES-38130
38130;GRENOBLE;ISERE;ECHIROLLES;ECOLE ELEMENTAIRE PUBLIQUE;P. LANGEVIN;PUBLIC;14;313;0;301;12;61;58;61;51;70;GRENOBLE-ISERE-ECHIROLLES-38130
38130;GRENOBLE;ISERE;ECHIROLLES;ECOLE MATERNELLE PUBLIQUE;AUGUSTE DELAUNE;PUBLIC;7;139;139;0;0;0;0;0;0;0;GRENOBLE-ISERE-ECHIROLLES-38130
38130;GRENOBLE;ISERE;ECHIROLLES;ECOLE ELEMENTAIRE PUBLIQUE;MARCEL DAVID;PUBLIC;13;213;0;204;9;44;54;34;31;41;GRENOBLE-ISERE-ECHIROLLES-38130
38130;GRENOBLE;ISERE;ECHIROLLES;ECOLE ELEMENTAIRE PUBLIQUE;MARCEL CACHIN;PUBLIC;18;281;0;259;22;62;54;45;59;39;GRENOBLE-ISERE-ECHIROLLES-38130
38130;GRENOBLE;ISERE;ECHIROLLES;ECOLE MATERNELLE PUBLIQUE;JEAN MOULIN;PUBLIC;5;113;113;0;0;0;0;0;0;0;GRENOBLE-ISERE-ECHIROLLES-38130
38130;GRENOBLE;ISERE;ECHIROLLES;ECOLE ELEMENTAIRE PUBLIQUE;F. DOLTO;PUBLIC;6;148;0;148;0;37;27;31;30;23;GRENOBLE-ISERE-ECHIROLLES-38130
38130;GRENOBLE;ISERE;ECHIROLLES;ECOLE MATERNELLE PUBLIQUE;VAILLANT COUTURIER;PUBLIC;3;76;76;0;0;0;0;0;0;0;GRENOBLE-ISERE-ECHIROLLES-38130
38130;GRENOBLE;ISERE;ECHIROLLES;ECOLE MATERNELLE PUBLIQUE;FRANCOISE DOLTO;PUBLIC;5;119;119;0;0;0;0;0;0;0;GRENOBLE-ISERE-ECHIROLLES-38130
38130;GRENOBLE;ISERE;ECHIROLLES;ECOLE MATERNELLE PUBLIQUE;D. CASANOVA;PUBLIC;7;138;138;0;0;0;0;0;0;0;GRENOBLE-ISERE-ECHIROLLES-38130
38130;GRENOBLE;ISERE;ECHIROLLES;ECOLE ELEMENTAIRE PUBLIQUE;JEAN JAURES;PUBLIC;6;139;18;121;0;26;25;13;30;27;GRENOBLE-ISERE-ECHIROLLES-38130
38130;GRENOBLE;ISERE;ECHIROLLES;ECOLE ELEMENTAIRE PUBLIQUE;VAILLANT COUTURIER;PUBLIC;6;144;8;136;0;37;26;30;20;23;GRENOBLE-ISERE-ECHIROLLES-38130
38130;GRENOBLE;ISERE;ECHIROLLES;ECOLE ELEMENTAIRE PUBLIQUE;JEAN MOULIN;PUBLIC;10;203;0;190;13;47;36;26;40;41;GRENOBLE-ISERE-ECHIROLLES-38130
38130;GRENOBLE;ISERE;ECHIROLLES;ECOLE MATERNELLE PUBLIQUE;JEAN JAURES;PUBLIC;4;100;100;0;0;0;0;0;0;0;GRENOBLE-ISERE-ECHIROLLES-38130
38130;GRENOBLE;ISERE;ECHIROLLES;ECOLE ELEMENTAIRE PUBLIQUE;JOLIOT CURIE;PUBLIC;9;231;0;231;0;46;42;37;52;54;GRENOBLE-ISERE-ECHIROLLES-38130
38130;GRENOBLE;ISERE;ECHIROLLES;ECOLE MATERNELLE PUBLIQUE;J.P. MARAT;PUBLIC;11;214;214;0;0;0;0;0;0;0;GRENOBLE-ISERE-ECHIROLLES-38130
38130;GRENOBLE;ISERE;ECHIROLLES;ECOLE MATERNELLE PUBLIQUE;MARCEL CACHIN;PUBLIC;6;113;113;0;0;0;0;0;0;0;GRENOBLE-ISERE-ECHIROLLES-38130
38300;GRENOBLE;ISERE;ECLOSE-BADINIERES;ECOLE PRIMAIRE PUBLIQUE;ROBERT HUGONNARD;PUBLIC;7;172;69;103;0;20;17;25;23;18;GRENOBLE-ISERE-ECLOSE-BADINIERES-38300
38360;GRENOBLE;ISERE;ENGINS;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;47;21;26;0;5;3;6;4;8;GRENOBLE-ISERE-ENGINS-38360
38740;GRENOBLE;ISERE;ENTRAIGUES;ECOLE ELEMENTAIRE PUBLIQUE;EDMOND GALLET;PUBLIC;2;41;0;41;0;0;5;16;10;10;GRENOBLE-ISERE-ENTRAIGUES-38740
38380;GRENOBLE;ISERE;ENTRE-DEUX-GUIERS;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;5;108;29;79;0;11;16;17;14;21;GRENOBLE-ISERE-ENTRE-DEUX-GUIERS-38380
38380;GRENOBLE;ISERE;ENTRE-DEUX-GUIERS;ECOLE ELEMENTAIRE PRIVEE;SAINT BRUNO;PRIVE;8;185;49;124;12;25;19;29;34;17;GRENOBLE-ISERE-ENTRE-DEUX-GUIERS-38380
38780;GRENOBLE;ISERE;ESTRABLIN;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;14;340;129;211;0;37;49;52;42;31;GRENOBLE-ISERE-ESTRABLIN-38780
38320;GRENOBLE;ISERE;EYBENS;ECOLE ELEMENTAIRE PUBLIQUE;LE VAL;PUBLIC;7;131;0;121;10;27;18;23;22;31;GRENOBLE-ISERE-EYBENS-38320
38320;GRENOBLE;ISERE;EYBENS;ECOLE MATERNELLE PUBLIQUE;BEL AIR;PUBLIC;3;75;75;0;0;0;0;0;0;0;GRENOBLE-ISERE-EYBENS-38320
38320;GRENOBLE;ISERE;EYBENS;ECOLE ELEMENTAIRE PUBLIQUE;BEL AIR;PUBLIC;4;103;0;103;0;21;21;20;23;18;GRENOBLE-ISERE-EYBENS-38320
38320;GRENOBLE;ISERE;EYBENS;ECOLE ELEMENTAIRE PUBLIQUE;BOURG;PUBLIC;7;162;0;162;0;25;36;41;24;36;GRENOBLE-ISERE-EYBENS-38320
38320;GRENOBLE;ISERE;EYBENS;ECOLE ELEMENTAIRE PUBLIQUE;LES RUIRES;PUBLIC;7;154;0;154;0;31;28;24;38;33;GRENOBLE-ISERE-EYBENS-38320
38320;GRENOBLE;ISERE;EYBENS;ECOLE MATERNELLE PUBLIQUE;BOURG;PUBLIC;4;98;98;0;0;0;0;0;0;0;GRENOBLE-ISERE-EYBENS-38320
38320;GRENOBLE;ISERE;EYBENS;ECOLE MATERNELLE PUBLIQUE;LES RUIRES;PUBLIC;4;107;107;0;0;0;0;0;0;0;GRENOBLE-ISERE-EYBENS-38320
38320;GRENOBLE;ISERE;EYBENS;ECOLE MATERNELLE PUBLIQUE;MAISONS NEUVES;PUBLIC;3;64;64;0;0;0;0;0;0;0;GRENOBLE-ISERE-EYBENS-38320
38690;GRENOBLE;ISERE;EYDOCHE;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;3;66;29;37;0;4;10;8;12;3;GRENOBLE-ISERE-EYDOCHE-38690
38780;GRENOBLE;ISERE;EYZIN-PINET;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;9;210;76;134;0;21;33;17;39;24;GRENOBLE-ISERE-EYZIN-PINET-38780
38260;GRENOBLE;ISERE;FARAMANS;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;5;114;39;75;0;15;14;14;14;18;GRENOBLE-ISERE-FARAMANS-38260
38110;GRENOBLE;ISERE;FAVERGES-DE-LA-TOUR;ECOLE ELEMENTAIRE PUBLIQUE;CLAUDE COHEN-TANNOUDJI;PUBLIC;4;88;0;88;0;21;20;15;19;13;GRENOBLE-ISERE-FAVERGES-DE-LA-TOUR-38110
38110;GRENOBLE;ISERE;FAVERGES-DE-LA-TOUR;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;2;53;53;0;0;0;0;0;0;0;GRENOBLE-ISERE-FAVERGES-DE-LA-TOUR-38110
38690;GRENOBLE;ISERE;FLACHERES;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;35;4;31;0;7;6;4;2;12;GRENOBLE-ISERE-FLACHERES-38690
38600;GRENOBLE;ISERE;FONTAINE;ECOLE ELEMENTAIRE PUBLIQUE;ANATOLE FRANCE;PUBLIC;9;146;0;134;12;29;22;25;25;33;GRENOBLE-ISERE-FONTAINE-38600
38600;GRENOBLE;ISERE;FONTAINE;ECOLE ELEMENTAIRE PUBLIQUE;PAUL LANGEVIN;PUBLIC;5;121;0;121;0;25;19;20;27;30;GRENOBLE-ISERE-FONTAINE-38600
38600;GRENOBLE;ISERE;FONTAINE;ECOLE MATERNELLE PUBLIQUE;PAUL LANGEVIN;PUBLIC;5;102;96;6;0;6;0;0;0;0;GRENOBLE-ISERE-FONTAINE-38600
38600;GRENOBLE;ISERE;FONTAINE;ECOLE MATERNELLE PUBLIQUE;ANATOLE FRANCE;PUBLIC;5;91;91;0;0;0;0;0;0;0;GRENOBLE-ISERE-FONTAINE-38600
38600;GRENOBLE;ISERE;FONTAINE;ECOLE PRIMAIRE;JULES FERRY;PUBLIC;8;173;61;112;0;19;23;25;22;23;GRENOBLE-ISERE-FONTAINE-38600
38600;GRENOBLE;ISERE;FONTAINE;ECOLE ELEMENTAIRE PUBLIQUE;ROBESPIERRE;PUBLIC;13;218;0;206;12;40;36;46;34;50;GRENOBLE-ISERE-FONTAINE-38600
38600;GRENOBLE;ISERE;FONTAINE;ECOLE ELEMENTAIRE PUBLIQUE;MARCEL CACHIN;PUBLIC;8;134;0;134;0;32;27;22;30;23;GRENOBLE-ISERE-FONTAINE-38600
38600;GRENOBLE;ISERE;FONTAINE;ECOLE MATERNELLE PUBLIQUE;ROBESPIERRE;PUBLIC;6;100;100;0;0;0;0;0;0;0;GRENOBLE-ISERE-FONTAINE-38600
38600;GRENOBLE;ISERE;FONTAINE;ECOLE MATERNELLE PUBLIQUE;PONT DU DRAC;PUBLIC;4;86;86;0;0;0;0;0;0;0;GRENOBLE-ISERE-FONTAINE-38600
38600;GRENOBLE;ISERE;FONTAINE;ECOLE MATERNELLE PUBLIQUE;MAURICE AUDIN;PUBLIC;3;40;40;0;0;0;0;0;0;0;GRENOBLE-ISERE-FONTAINE-38600
38600;GRENOBLE;ISERE;FONTAINE;ECOLE ELEMENTAIRE PUBLIQUE;LA MAIRIE;PUBLIC;6;94;0;94;0;16;22;14;21;21;GRENOBLE-ISERE-FONTAINE-38600
38600;GRENOBLE;ISERE;FONTAINE;ECOLE ELEMENTAIRE PUBLIQUE;LES BALMES;PUBLIC;8;162;0;162;0;25;37;26;28;46;GRENOBLE-ISERE-FONTAINE-38600
38600;GRENOBLE;ISERE;FONTAINE;ECOLE MATERNELLE PUBLIQUE;MARGUERITE TAVEL;PUBLIC;5;103;103;0;0;0;0;0;0;0;GRENOBLE-ISERE-FONTAINE-38600
38600;GRENOBLE;ISERE;FONTAINE;ECOLE PRIMAIRE PUBLIQUE;JEANNE LABOURBE;PUBLIC;5;81;39;42;0;3;11;12;8;8;GRENOBLE-ISERE-FONTAINE-38600
38600;GRENOBLE;ISERE;FONTAINE;ECOLE ELEMENTAIRE PUBLIQUE;PONT DU DRAC;PUBLIC;6;124;0;124;0;32;29;27;19;17;GRENOBLE-ISERE-FONTAINE-38600
38600;GRENOBLE;ISERE;FONTAINE;ECOLE MATERNELLE PUBLIQUE;MARCEL CACHIN;PUBLIC;5;96;96;0;0;0;0;0;0;0;GRENOBLE-ISERE-FONTAINE-38600
38120;GRENOBLE;ISERE;FONTANIL-CORNILLON;ECOLE MATERNELLE PUBLIQUE;LE ROCHER;PUBLIC;5;115;115;0;0;0;0;0;0;0;GRENOBLE-ISERE-FONTANIL-CORNILLON-38120
38120;GRENOBLE;ISERE;FONTANIL-CORNILLON;ECOLE ELEMENTAIRE PUBLIQUE;LE ROCHER;PUBLIC;9;233;0;233;0;47;63;39;44;40;GRENOBLE-ISERE-FONTANIL-CORNILLON-38120
38080;GRENOBLE;ISERE;FOUR;ECOLE PRIMAIRE PUBLIQUE;LA CLE DES CHAMPS;PUBLIC;7;170;65;105;0;20;26;20;20;19;GRENOBLE-ISERE-FOUR-38080
38190;GRENOBLE;ISERE;FROGES;ECOLE ELEMENTAIRE PUBLIQUE;GUYNEMER;PUBLIC;5;111;0;111;0;23;22;24;20;22;GRENOBLE-ISERE-FROGES-38190
38190;GRENOBLE;ISERE;FROGES;ECOLE MATERNELLE PUBLIQUE;HELENE FREDET;PUBLIC;3;66;66;0;0;0;0;0;0;0;GRENOBLE-ISERE-FROGES-38190
38190;GRENOBLE;ISERE;FROGES;ECOLE PRIMAIRE;GEORGE SAND;PUBLIC;5;124;51;73;0;23;14;13;13;10;GRENOBLE-ISERE-FROGES-38190
38290;GRENOBLE;ISERE;FRONTONAS;ECOLE ELEMENTAIRE PUBLIQUE;CHARLIE CHAPLIN;PUBLIC;6;146;13;133;0;33;21;28;23;28;GRENOBLE-ISERE-FRONTONAS-38290
38290;GRENOBLE;ISERE;FRONTONAS;ECOLE MATERNELLE PUBLIQUE;CHARLIE CHAPLIN;PUBLIC;3;77;77;0;0;0;0;0;0;0;GRENOBLE-ISERE-FRONTONAS-38290
38610;GRENOBLE;ISERE;GIERES;ECOLE ELEMENTAIRE PUBLIQUE;RENE CASSIN;PUBLIC;16;367;0;358;9;63;75;76;68;76;GRENOBLE-ISERE-GIERES-38610
38610;GRENOBLE;ISERE;GIERES;ECOLE MATERNELLE PUBLIQUE;RENE CASSIN;PUBLIC;4;103;103;0;0;0;0;0;0;0;GRENOBLE-ISERE-GIERES-38610
38610;GRENOBLE;ISERE;GIERES;ECOLE ELEMENTAIRE PRIVEE;DON BOSCO;PRIVE;12;281;67;205;9;36;37;35;42;55;GRENOBLE-ISERE-GIERES-38610
38610;GRENOBLE;ISERE;GIERES;ECOLE MATERNELLE PUBLIQUE;GEORGES ARGOUD PUY;PUBLIC;4;102;102;0;0;0;0;0;0;0;GRENOBLE-ISERE-GIERES-38610
38260;GRENOBLE;ISERE;GILLONNAY;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;5;105;45;60;0;10;11;12;13;14;GRENOBLE-ISERE-GILLONNAY-38260
38570;GRENOBLE;ISERE;GONCELIN;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;3;67;67;0;0;0;0;0;0;0;GRENOBLE-ISERE-GONCELIN-38570
38570;GRENOBLE;ISERE;GONCELIN;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;8;154;0;142;12;27;15;35;32;33;GRENOBLE-ISERE-GONCELIN-38570
38540;GRENOBLE;ISERE;GRENAY;ECOLE PRIMAIRE PUBLIQUE;HUGUES AUFRAY;PUBLIC;7;172;64;108;0;15;20;22;26;25;GRENOBLE-ISERE-GRENAY-38540
38000;GRENOBLE;ISERE;GRENOBLE;ECOLE ELEMENTAIRE PUBLIQUE;JARDIN DE VILLE;PUBLIC;5;104;0;104;0;23;19;25;29;8;GRENOBLE-ISERE-GRENOBLE-38000
38000;GRENOBLE;ISERE;GRENOBLE;ECOLE MATERNELLE PUBLIQUE;JOSEPH VALLIER;PUBLIC;4;82;82;0;0;0;0;0;0;0;GRENOBLE-ISERE-GRENOBLE-38000
38000;GRENOBLE;ISERE;GRENOBLE;ECOLE MATERNELLE PUBLIQUE;MARCEAU;PUBLIC;6;145;145;0;0;0;0;0;0;0;GRENOBLE-ISERE-GRENOBLE-38000
38000;GRENOBLE;ISERE;GRENOBLE;ECOLE ELEMENTAIRE PUBLIQUE;NICOLAS CHORIER;PUBLIC;7;159;0;159;0;31;38;22;30;38;GRENOBLE-ISERE-GRENOBLE-38000
