Code postaux;Academie;Departement;Commune;Denomination principale;Patronyme;Secteur;Nombre total de classes;Nombre total d'eleves;Nombre d'eleves en pre-elementaire hors ULIS;Nombre d'eleves en elementaire hors ULIS;Nombre d'eleves en ULIS;Nombre d'eleves en CP hors ULIS;Nombre d'eleves en CE1 hors ULIS;Nombre d'eleves en CE2 hors ULIS;Nombre d'eleves en CM1 hors ULIS;Nombre d'eleves en CM2 hors ULIS;tri
03200;CLERMONT-FERRAND;ALLIER;ABREST;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;7;166;52;114;0;23;21;21;19;30;CLERMONT-FERRAND-ALLIER-ABREST-03200
03360;CLERMONT-FERRAND;ALLIER;AINAY-LE-CHATEAU;ECOLE PRIMAIRE;;PUBLIC;5;107;39;68;0;10;16;10;15;17;CLERMONT-FERRAND-ALLIER-AINAY-LE-CHATEAU-03360
03380;CLERMONT-FERRAND;ALLIER;ARCHIGNAT;ECOLE DE NIVEAU ELEMENTAIRE;DU PARC;PUBLIC;2;47;35;12;0;0;12;0;0;0;CLERMONT-FERRAND-ALLIER-ARCHIGNAT-03380
03120;CLERMONT-FERRAND;ALLIER;ARFEUILLES;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;3;50;20;30;0;7;7;8;6;2;CLERMONT-FERRAND-ALLIER-ARFEUILLES-03120
03420;CLERMONT-FERRAND;ALLIER;ARPHEUILLES-SAINT-PRIEST;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;16;0;16;0;0;0;3;4;9;CLERMONT-FERRAND-ALLIER-ARPHEUILLES-SAINT-PRIEST-03420
03250;CLERMONT-FERRAND;ALLIER;ARRONNES;ECOLE ELEMENTAIRE PUBLIQUE;EMILE FRADIN;PUBLIC;2;33;0;33;0;0;8;9;11;5;CLERMONT-FERRAND-ALLIER-ARRONNES-03250
03190;CLERMONT-FERRAND;ALLIER;AUDES;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;37;17;20;0;0;0;0;0;20;CLERMONT-FERRAND-ALLIER-AUDES-03190
03460;CLERMONT-FERRAND;ALLIER;AUROUER;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;25;9;16;0;4;3;3;1;5;CLERMONT-FERRAND-ALLIER-AUROUER-03460
03210;CLERMONT-FERRAND;ALLIER;AUTRY-ISSARDS;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;1;17;5;12;0;1;1;2;4;4;CLERMONT-FERRAND-ALLIER-AUTRY-ISSARDS-03210
03000;CLERMONT-FERRAND;ALLIER;AVERMES;ECOLE ELEMENTAIRE PUBLIQUE;JEAN MOULIN;PUBLIC;5;103;0;103;0;21;21;19;23;19;CLERMONT-FERRAND-ALLIER-AVERMES-03000
03000;CLERMONT-FERRAND;ALLIER;AVERMES;ECOLE MATERNELLE PUBLIQUE;FRANCOIS REVERET;PUBLIC;3;60;60;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-AVERMES-03000
03000;CLERMONT-FERRAND;ALLIER;AVERMES;ECOLE MATERNELLE PUBLIQUE;JEAN MOULIN;PUBLIC;3;62;62;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-AVERMES-03000
03000;CLERMONT-FERRAND;ALLIER;AVERMES;ECOLE ELEMENTAIRE PUBLIQUE;FRANCOIS REVERET;PUBLIC;5;111;0;111;0;26;19;21;27;18;CLERMONT-FERRAND-ALLIER-AVERMES-03000
03500;CLERMONT-FERRAND;ALLIER;BAYET;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;4;85;32;53;0;14;12;9;8;10;CLERMONT-FERRAND-ALLIER-BAYET-03500
03230;CLERMONT-FERRAND;ALLIER;BEAULON;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;4;93;0;93;0;19;15;23;18;18;CLERMONT-FERRAND-ALLIER-BEAULON-03230
03230;CLERMONT-FERRAND;ALLIER;BEAULON;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;2;39;39;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-BEAULON-03230
03390;CLERMONT-FERRAND;ALLIER;BEAUNE-D'ALLIER;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;23;0;23;0;10;11;2;0;0;CLERMONT-FERRAND-ALLIER-BEAUNE-D'ALLIER-03390
03330;CLERMONT-FERRAND;ALLIER;BELLENAVES;ECOLE PRIMAIRE;FELICIEN BARTHOUX;PUBLIC;6;119;40;72;7;12;15;13;17;15;CLERMONT-FERRAND-ALLIER-BELLENAVES-03330
03700;CLERMONT-FERRAND;ALLIER;BELLERIVE-SUR-ALLIER;ECOLE ELEMENTAIRE PUBLIQUE;JEAN BAPTISTE BURLOT;PUBLIC;8;170;0;170;0;31;32;33;33;41;CLERMONT-FERRAND-ALLIER-BELLERIVE-SUR-ALLIER-03700
03700;CLERMONT-FERRAND;ALLIER;BELLERIVE-SUR-ALLIER;ECOLE MATERNELLE PUBLIQUE;JEAN ZAY;PUBLIC;5;92;92;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-BELLERIVE-SUR-ALLIER-03700
03700;CLERMONT-FERRAND;ALLIER;BELLERIVE-SUR-ALLIER;ECOLE ELEMENTAIRE PUBLIQUE;MARX DORMOY;PUBLIC;9;168;0;157;11;36;31;25;31;34;CLERMONT-FERRAND-ALLIER-BELLERIVE-SUR-ALLIER-03700
03700;CLERMONT-FERRAND;ALLIER;BELLERIVE-SUR-ALLIER;ECOLE MATERNELLE PUBLIQUE;ALEXANDRE VARENNE;PUBLIC;4;75;75;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-BELLERIVE-SUR-ALLIER-03700
03340;CLERMONT-FERRAND;ALLIER;BESSAY-SUR-ALLIER;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;2;37;37;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-BESSAY-SUR-ALLIER-03340
03340;CLERMONT-FERRAND;ALLIER;BESSAY-SUR-ALLIER;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;4;72;0;72;0;17;10;18;14;13;CLERMONT-FERRAND-ALLIER-BESSAY-SUR-ALLIER-03340
03210;CLERMONT-FERRAND;ALLIER;BESSON;ECOLE PRIMAIRE PUBLIQUE;EX GARCONS;PUBLIC;4;87;33;54;0;6;8;16;14;10;CLERMONT-FERRAND-ALLIER-BESSON-03210
03170;CLERMONT-FERRAND;ALLIER;BEZENET;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;3;58;27;31;0;6;7;4;4;10;CLERMONT-FERRAND-ALLIER-BEZENET-03170
03120;CLERMONT-FERRAND;ALLIER;BILLEZOIS;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;1;18;9;9;0;1;3;3;0;2;CLERMONT-FERRAND-ALLIER-BILLEZOIS-03120
03260;CLERMONT-FERRAND;ALLIER;BILLY;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;4;76;31;45;0;9;9;9;7;11;CLERMONT-FERRAND-ALLIER-BILLY-03260
03800;CLERMONT-FERRAND;ALLIER;BIOZAT;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;5;103;33;70;0;11;15;11;17;16;CLERMONT-FERRAND-ALLIER-BIOZAT-03800
03170;CLERMONT-FERRAND;ALLIER;BIZENEUILLE;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;1;25;25;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-BIZENEUILLE-03170
03150;CLERMONT-FERRAND;ALLIER;BOUCE;ECOLE PRIMAIRE PUBLIQUE;L.AIME - J.JUTIER;PUBLIC;2;36;26;10;0;10;0;0;0;0;CLERMONT-FERRAND-ALLIER-BOUCE-03150
03160;CLERMONT-FERRAND;ALLIER;BOURBON-L'ARCHAMBAULT;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;7;125;0;113;12;8;25;17;28;35;CLERMONT-FERRAND-ALLIER-BOURBON-L'ARCHAMBAULT-03160
03160;CLERMONT-FERRAND;ALLIER;BOURBON-L'ARCHAMBAULT;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;3;55;55;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-BOURBON-L'ARCHAMBAULT-03160
03360;CLERMONT-FERRAND;ALLIER;BRAIZE;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;10;0;10;0;6;4;0;0;0;CLERMONT-FERRAND-ALLIER-BRAIZE-03360
03500;CLERMONT-FERRAND;ALLIER;BRANSAT;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;2;42;42;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-BRANSAT-03500
03210;CLERMONT-FERRAND;ALLIER;BRESNAY;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;19;0;19;0;10;9;0;0;0;CLERMONT-FERRAND-ALLIER-BRESNAY-03210
03000;CLERMONT-FERRAND;ALLIER;BRESSOLLES;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;4;85;29;56;0;9;7;16;14;10;CLERMONT-FERRAND-ALLIER-BRESSOLLES-03000
03110;CLERMONT-FERRAND;ALLIER;BROUT-VERNET;ECOLE PRIMAIRE PUBLIQUE;C. GILLIOPPE;PUBLIC;5;109;45;64;0;16;12;14;15;7;CLERMONT-FERRAND-ALLIER-BROUT-VERNET-03110
03700;CLERMONT-FERRAND;ALLIER;BRUGHEAS;ECOLE PRIMAIRE PUBLIQUE;GROUPE SCOLAIRE DE BRUGHEAS;PUBLIC;6;151;56;95;0;21;13;17;27;17;CLERMONT-FERRAND-ALLIER-BRUGHEAS-03700
03270;CLERMONT-FERRAND;ALLIER;BUSSET;ECOLE PRIMAIRE PUBLIQUE;ECOLE PRIMAIRE;PUBLIC;3;63;32;31;0;7;2;7;6;9;CLERMONT-FERRAND-ALLIER-BUSSET-03270
03440;CLERMONT-FERRAND;ALLIER;BUXIERES-LES-MINES;ECOLE PRIMAIRE PUBLIQUE;SAMUEL PATY;PUBLIC;3;59;20;39;0;0;0;12;17;10;CLERMONT-FERRAND-ALLIER-BUXIERES-LES-MINES-03440
03350;CLERMONT-FERRAND;ALLIER;CERILLY;ECOLE PRIMAIRE;CHARLES LOUIS PHILIPPE;PUBLIC;5;89;24;65;0;12;8;15;16;14;CLERMONT-FERRAND-ALLIER-CERILLY-03350
03500;CLERMONT-FERRAND;ALLIER;CESSET;ECOLE ELEMENTAIRE PUBLIQUE;BREUILLY;PUBLIC;1;43;0;43;0;6;11;8;5;13;CLERMONT-FERRAND-ALLIER-CESSET-03500
03370;CLERMONT-FERRAND;ALLIER;CHAMBERAT;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;18;0;18;0;0;0;3;8;7;CLERMONT-FERRAND-ALLIER-CHAMBERAT-03370
03170;CLERMONT-FERRAND;ALLIER;CHAMBLET;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;6;121;41;80;0;13;21;17;14;15;CLERMONT-FERRAND-ALLIER-CHAMBLET-03170
03140;CLERMONT-FERRAND;ALLIER;CHANTELLE;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;4;76;0;76;0;7;12;13;22;22;CLERMONT-FERRAND-ALLIER-CHANTELLE-03140
03140;CLERMONT-FERRAND;ALLIER;CHANTELLE;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;2;39;39;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-CHANTELLE-03140
03390;CLERMONT-FERRAND;ALLIER;CHAPPES;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;10;0;10;0;5;5;0;0;0;CLERMONT-FERRAND-ALLIER-CHAPPES-03390
03110;CLERMONT-FERRAND;ALLIER;CHARMEIL;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;4;86;27;59;0;12;16;13;8;10;CLERMONT-FERRAND-ALLIER-CHARMEIL-03110
03140;CLERMONT-FERRAND;ALLIER;CHARROUX;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;25;0;25;0;0;0;0;11;14;CLERMONT-FERRAND-ALLIER-CHARROUX-03140
03510;CLERMONT-FERRAND;ALLIER;CHASSENARD;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;4;88;34;54;0;9;12;9;11;13;CLERMONT-FERRAND-ALLIER-CHASSENARD-03510
03500;CLERMONT-FERRAND;ALLIER;CHATEL-DE-NEUVRE;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;33;25;8;0;8;0;0;0;0;CLERMONT-FERRAND-ALLIER-CHATEL-DE-NEUVRE-03500
03210;CLERMONT-FERRAND;ALLIER;CHATILLON;ECOLE ELEMENTAIRE PUBLIQUE;CLOTILDE DEJOUX;PUBLIC;1;20;0;20;0;0;0;13;7;0;CLERMONT-FERRAND-ALLIER-CHATILLON-03210
03440;CLERMONT-FERRAND;ALLIER;CHAVENON;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;1;14;14;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-CHAVENON-03440
03220;CLERMONT-FERRAND;ALLIER;CHAVROCHES;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;14;0;14;0;0;0;0;5;9;CLERMONT-FERRAND-ALLIER-CHAVROCHES-03220
03370;CLERMONT-FERRAND;ALLIER;CHAZEMAIS;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;2;39;0;39;0;0;13;15;11;0;CLERMONT-FERRAND-ALLIER-CHAZEMAIS-03370
03210;CLERMONT-FERRAND;ALLIER;CHEMILLY;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;48;19;29;0;9;4;2;10;4;CLERMONT-FERRAND-ALLIER-CHEMILLY-03210
03230;CLERMONT-FERRAND;ALLIER;CHEVAGNES;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;3;64;22;42;0;8;11;9;10;4;CLERMONT-FERRAND-ALLIER-CHEVAGNES-03230
03220;CLERMONT-FERRAND;ALLIER;CINDRE;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;1;19;19;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-CINDRE-03220
03110;CLERMONT-FERRAND;ALLIER;COGNAT-LYONNE;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;3;50;21;29;0;4;4;9;7;5;CLERMONT-FERRAND-ALLIER-COGNAT-LYONNE-03110
03600;CLERMONT-FERRAND;ALLIER;COMMENTRY;ECOLE PRIMAIRE;SIMONE VEIL;PUBLIC;7;118;34;75;9;18;21;8;16;12;CLERMONT-FERRAND-ALLIER-COMMENTRY-03600
03600;CLERMONT-FERRAND;ALLIER;COMMENTRY;ECOLE MATERNELLE PUBLIQUE;MARIE CURIE;PUBLIC;3;53;53;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-COMMENTRY-03600
03600;CLERMONT-FERRAND;ALLIER;COMMENTRY;ECOLE ELEMENTAIRE PUBLIQUE;EDITH BUSSERON;PUBLIC;9;180;0;171;9;35;25;41;40;30;CLERMONT-FERRAND-ALLIER-COMMENTRY-03600
03600;CLERMONT-FERRAND;ALLIER;COMMENTRY;ECOLE MATERNELLE PUBLIQUE;ANNE SYLVESTRE;PUBLIC;3;60;60;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-COMMENTRY-03600
03600;CLERMONT-FERRAND;ALLIER;COMMENTRY;ECOLE ELEMENTAIRE PUBLIQUE;CECILE ROL-TANGUY;PUBLIC;3;60;0;60;0;13;13;7;10;17;CLERMONT-FERRAND-ALLIER-COMMENTRY-03600
03500;CLERMONT-FERRAND;ALLIER;CONTIGNY;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;35;26;9;0;9;0;0;0;0;CLERMONT-FERRAND-ALLIER-CONTIGNY-03500
03430;CLERMONT-FERRAND;ALLIER;COSNE-D'ALLIER;ECOLE PRIMAIRE;;PUBLIC;8;146;43;96;7;19;15;18;23;21;CLERMONT-FERRAND-ALLIER-COSNE-D'ALLIER-03430
03000;CLERMONT-FERRAND;ALLIER;COULANDON;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;3;56;28;28;0;6;4;9;6;3;CLERMONT-FERRAND-ALLIER-COULANDON-03000
03470;CLERMONT-FERRAND;ALLIER;COULANGES;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;14;0;14;0;7;3;4;0;0;CLERMONT-FERRAND-ALLIER-COULANGES-03470
03320;CLERMONT-FERRAND;ALLIER;COULEUVRE;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;27;15;12;0;8;3;1;0;0;CLERMONT-FERRAND-ALLIER-COULEUVRE-03320
03370;CLERMONT-FERRAND;ALLIER;COURCAIS;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;16;0;16;0;8;4;4;0;0;CLERMONT-FERRAND-ALLIER-COURCAIS-03370
03160;CLERMONT-FERRAND;ALLIER;COUZON;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;2;32;0;32;0;0;9;7;6;10;CLERMONT-FERRAND-ALLIER-COUZON-03160
03150;CLERMONT-FERRAND;ALLIER;CRECHY;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;36;13;23;0;1;6;7;4;5;CLERMONT-FERRAND-ALLIER-CRECHY-03150
03240;CLERMONT-FERRAND;ALLIER;CRESSANGES;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;39;12;27;0;11;16;0;0;0;CLERMONT-FERRAND-ALLIER-CRESSANGES-03240
03300;CLERMONT-FERRAND;ALLIER;CREUZIER-LE-NEUF;ECOLE PRIMAIRE PUBLIQUE;L. NEILLOT;PUBLIC;5;101;32;69;0;12;12;16;16;13;CLERMONT-FERRAND-ALLIER-CREUZIER-LE-NEUF-03300
03300;CLERMONT-FERRAND;ALLIER;CREUZIER-LE-VIEUX;ECOLE ELEMENTAIRE PUBLIQUE;LES ARLOINGS;PUBLIC;7;150;0;150;0;31;28;31;30;30;CLERMONT-FERRAND-ALLIER-CREUZIER-LE-VIEUX-03300
03300;CLERMONT-FERRAND;ALLIER;CREUZIER-LE-VIEUX;ECOLE MATERNELLE PUBLIQUE;JEAN BURLAUD;PUBLIC;4;82;82;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-CREUZIER-LE-VIEUX-03300
03300;CLERMONT-FERRAND;ALLIER;CUSSET;ECOLE ELEMENTAIRE PUBLIQUE;LIANDON;PUBLIC;16;264;0;253;11;47;56;47;50;53;CLERMONT-FERRAND-ALLIER-CUSSET-03300
03300;CLERMONT-FERRAND;ALLIER;CUSSET;ECOLE PRIMAIRE;JEAN GIRAUDOUX;PUBLIC;11;197;74;123;0;24;19;27;25;28;CLERMONT-FERRAND-ALLIER-CUSSET-03300
03300;CLERMONT-FERRAND;ALLIER;CUSSET;ECOLE PRIMAIRE PUBLIQUE;LUCIE AUBRAC;PUBLIC;8;117;45;61;11;17;11;12;12;9;CLERMONT-FERRAND-ALLIER-CUSSET-03300
03300;CLERMONT-FERRAND;ALLIER;CUSSET;ECOLE MATERNELLE PUBLIQUE;JEAN ZAY;PUBLIC;7;130;130;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-CUSSET-03300
03300;CLERMONT-FERRAND;ALLIER;CUSSET;ECOLE PRIMAIRE PUBLIQUE;CHASSIGNOL;PUBLIC;4;90;30;60;0;9;12;11;14;14;CLERMONT-FERRAND-ALLIER-CUSSET-03300
03300;CLERMONT-FERRAND;ALLIER;CUSSET;ECOLE ELEMENTAIRE PRIVEE;NOTRE DAME;PRIVE;15;357;101;256;0;48;37;41;63;67;CLERMONT-FERRAND-ALLIER-CUSSET-03300
03630;CLERMONT-FERRAND;ALLIER;DESERTINES;ECOLE ELEMENTAIRE PUBLIQUE;EMILE GUILLAUMIN;PUBLIC;9;184;0;170;14;42;40;44;22;22;CLERMONT-FERRAND-ALLIER-DESERTINES-03630
03630;CLERMONT-FERRAND;ALLIER;DESERTINES;ECOLE MATERNELLE PUBLIQUE;PAUL ELUARD;PUBLIC;5;107;107;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-DESERTINES-03630
03630;CLERMONT-FERRAND;ALLIER;DESERTINES;ECOLE PRIMAIRE;ELSA TRIOLET - LOUIS ARAGON;PUBLIC;4;89;35;54;0;11;9;12;10;12;CLERMONT-FERRAND-ALLIER-DESERTINES-03630
03240;CLERMONT-FERRAND;ALLIER;DEUX-CHAISES;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;15;0;15;0;0;0;0;9;6;CLERMONT-FERRAND-ALLIER-DEUX-CHAISES-03240
03290;CLERMONT-FERRAND;ALLIER;DIOU;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;2;23;23;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-DIOU-03290
03290;CLERMONT-FERRAND;ALLIER;DIOU;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;3;63;0;63;0;13;16;13;11;10;CLERMONT-FERRAND-ALLIER-DIOU-03290
03410;CLERMONT-FERRAND;ALLIER;DOMERAT;ECOLE ELEMENTAIRE PUBLIQUE;VICTOR HUGO;PUBLIC;7;134;0;119;15;27;18;19;35;20;CLERMONT-FERRAND-ALLIER-DOMERAT-03410
03410;CLERMONT-FERRAND;ALLIER;DOMERAT;ECOLE MATERNELLE PUBLIQUE;FRANCOISE DOLTO;PUBLIC;7;138;138;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-DOMERAT-03410
03410;CLERMONT-FERRAND;ALLIER;DOMERAT;ECOLE PRIMAIRE;MARCEL PAGNOL;PUBLIC;1;24;12;12;0;3;0;4;5;0;CLERMONT-FERRAND-ALLIER-DOMERAT-03410
03410;CLERMONT-FERRAND;ALLIER;DOMERAT;ECOLE PRIMAIRE PUBLIQUE;DENIS DIDEROT;PUBLIC;6;135;46;89;0;17;23;16;17;16;CLERMONT-FERRAND-ALLIER-DOMERAT-03410
03410;CLERMONT-FERRAND;ALLIER;DOMERAT;ECOLE PRIMAIRE PUBLIQUE;ALAIN FOURNIER;PUBLIC;4;93;37;56;0;10;13;11;15;7;CLERMONT-FERRAND-ALLIER-DOMERAT-03410
03410;CLERMONT-FERRAND;ALLIER;DOMERAT;ECOLE ELEMENTAIRE PUBLIQUE;PAUL LANGEVIN;PUBLIC;6;135;0;135;0;25;28;26;28;28;CLERMONT-FERRAND-ALLIER-DOMERAT-03410
03290;CLERMONT-FERRAND;ALLIER;DOMPIERRE-SUR-BESBRE;ECOLE ELEMENTAIRE PUBLIQUE;SOURCE LIBRE;PUBLIC;8;135;0;122;13;19;26;37;16;24;CLERMONT-FERRAND-ALLIER-DOMPIERRE-SUR-BESBRE-03290
03290;CLERMONT-FERRAND;ALLIER;DOMPIERRE-SUR-BESBRE;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;3;55;55;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-DOMPIERRE-SUR-BESBRE-03290
03170;CLERMONT-FERRAND;ALLIER;DOYET;ECOLE PRIMAIRE PUBLIQUE;LAMARTINE;PUBLIC;6;118;39;79;0;18;10;12;21;18;CLERMONT-FERRAND-ALLIER-DOYET-03170
03120;CLERMONT-FERRAND;ALLIER;DROITURIER;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;3;48;14;34;0;5;7;9;3;10;CLERMONT-FERRAND-ALLIER-DROITURIER-03120
03310;CLERMONT-FERRAND;ALLIER;DURDAT-LAREQUILLE;ECOLE PRIMAIRE PUBLIQUE;LAREQUILLE;PUBLIC;5;91;30;61;0;9;9;16;17;10;CLERMONT-FERRAND-ALLIER-DURDAT-LAREQUILLE-03310
03450;CLERMONT-FERRAND;ALLIER;EBREUIL;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;7;156;57;99;0;23;14;23;18;21;CLERMONT-FERRAND-ALLIER-EBREUIL-03450
03330;CLERMONT-FERRAND;ALLIER;ECHASSIERES;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;1;21;0;21;0;0;0;11;4;6;CLERMONT-FERRAND-ALLIER-ECHASSIERES-03330
03110;CLERMONT-FERRAND;ALLIER;ESCUROLLES;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;3;59;59;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-ESCUROLLES-03110
03110;CLERMONT-FERRAND;ALLIER;ESPINASSE-VOZELLE;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;4;94;35;59;0;12;9;11;18;9;CLERMONT-FERRAND-ALLIER-ESPINASSE-VOZELLE-03110
03190;CLERMONT-FERRAND;ALLIER;ESTIVAREILLES;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;5;93;36;57;0;10;17;5;13;12;CLERMONT-FERRAND-ALLIER-ESTIVAREILLES-03190
03140;CLERMONT-FERRAND;ALLIER;ETROUSSAT;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;40;21;19;0;6;6;7;0;0;CLERMONT-FERRAND-ALLIER-ETROUSSAT-03140
03250;CLERMONT-FERRAND;ALLIER;FERRIERES-SUR-SICHON;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;40;15;25;0;4;3;5;5;8;CLERMONT-FERRAND-ALLIER-FERRIERES-SUR-SICHON-03250
03140;CLERMONT-FERRAND;ALLIER;FLEURIEL;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;2;25;15;10;0;2;6;2;0;0;CLERMONT-FERRAND-ALLIER-FLEURIEL-03140
03160;CLERMONT-FERRAND;ALLIER;FRANCHESSE;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;1;14;14;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-FRANCHESSE-03160
03800;CLERMONT-FERRAND;ALLIER;GANNAT;ECOLE MATERNELLE PUBLIQUE;CHAMP DE FOIRE;PUBLIC;2;35;35;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-GANNAT-03800
03800;CLERMONT-FERRAND;ALLIER;GANNAT;ECOLE ELEMENTAIRE PUBLIQUE;PASTEUR;PUBLIC;6;102;0;94;8;14;24;16;16;24;CLERMONT-FERRAND-ALLIER-GANNAT-03800
03800;CLERMONT-FERRAND;ALLIER;GANNAT;ECOLE ELEMENTAIRE PUBLIQUE;JEAN JAURES;PUBLIC;5;95;0;95;0;16;22;14;17;26;CLERMONT-FERRAND-ALLIER-GANNAT-03800
03800;CLERMONT-FERRAND;ALLIER;GANNAT;ECOLE MATERNELLE PUBLIQUE;EUGENE BANNIER;PUBLIC;3;51;51;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-GANNAT-03800
03800;CLERMONT-FERRAND;ALLIER;GANNAT;ECOLE PRIMAIRE;MALCOURLET;PUBLIC;7;139;46;81;12;14;18;14;20;15;CLERMONT-FERRAND-ALLIER-GANNAT-03800
03800;CLERMONT-FERRAND;ALLIER;GANNAT;ECOLE ELEMENTAIRE PRIVEE;SAINTE PROCULE;PRIVE;7;176;66;110;0;14;17;26;20;33;CLERMONT-FERRAND-ALLIER-GANNAT-03800
03230;CLERMONT-FERRAND;ALLIER;GANNAY-SUR-LOIRE;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;1;25;25;0;0;0;0;0;0;0;CLERMONT-FERRAND-ALLIER-GANNAY-SUR-LOIRE-03230
03230;CLERMONT-FERRAND;ALLIER;GARNAT-SUR-ENGIEVRE;ECOLE PRIMAIRE PUBLIQUE;EX GARCONS;PUBLIC;3;49;13;36;0;3;9;10;7;7;CLERMONT-FERRAND-ALLIER-GARNAT-SUR-ENGIEVRE-03230
